,id,recipe,ingredient
0,7980ed28ce35467482b9858b86a5650d,ยำคะน้าหมูสับ,ผักคะน้า
1,7980ed28ce35467482b9858b86a5650d,ยำคะน้าหมูสับ,หมูสับ
2,7980ed28ce35467482b9858b86a5650d,ยำคะน้าหมูสับ,คนอร์หมู
3,7980ed28ce35467482b9858b86a5650d,ยำคะน้าหมูสับ,น้ำมะนาว
4,7980ed28ce35467482b9858b86a5650d,ยำคะน้าหมูสับ,หอมแดง
5,7980ed28ce35467482b9858b86a5650d,ยำคะน้าหมูสับ,พริก
6,7980ed28ce35467482b9858b86a5650d,ยำคะน้าหมูสับ,น้ำปลา
7,7980ed28ce35467482b9858b86a5650d,ยำคะน้าหมูสับ,น้ำเชื่อม
8,7980ed28ce35467482b9858b86a5650d,ยำคะน้าหมูสับ,น้ำสะอาด
9,7980ed28ce35467482b9858b86a5650d,ยำคะน้าหมูสับ,น้ำเย็น
10,1968c8c9d6a64509a8ea0893d3482d04,ข้าวต้มสีนิลหมูสับ,ข้าวสีนิล
11,1968c8c9d6a64509a8ea0893d3482d04,ข้าวต้มสีนิลหมูสับ,น้ำสะอาด
12,1968c8c9d6a64509a8ea0893d3482d04,ข้าวต้มสีนิลหมูสับ,หมูสับ
13,1968c8c9d6a64509a8ea0893d3482d04,ข้าวต้มสีนิลหมูสับ,คนอร์หมู
14,1968c8c9d6a64509a8ea0893d3482d04,ข้าวต้มสีนิลหมูสับ,พริกไทดำ
15,1968c8c9d6a64509a8ea0893d3482d04,ข้าวต้มสีนิลหมูสับ,พริกไทขาว
16,1968c8c9d6a64509a8ea0893d3482d04,ข้าวต้มสีนิลหมูสับ,กระเทียม
17,1968c8c9d6a64509a8ea0893d3482d04,ข้าวต้มสีนิลหมูสับ,ต้นหอม
18,1968c8c9d6a64509a8ea0893d3482d04,ข้าวต้มสีนิลหมูสับ,ผักชี
19,3e874deac09a45aaac02116f09e2e40a,ต้มแซบขาหมู,ขาหมู
20,3e874deac09a45aaac02116f09e2e40a,ต้มแซบขาหมู,คนอร์หมู
21,3e874deac09a45aaac02116f09e2e40a,ต้มแซบขาหมู,คนอร์ลาบ
22,3e874deac09a45aaac02116f09e2e40a,ต้มแซบขาหมู,เห็ดชิเมจิขาว
23,3e874deac09a45aaac02116f09e2e40a,ต้มแซบขาหมู,ข่า
24,3e874deac09a45aaac02116f09e2e40a,ต้มแซบขาหมู,หอมแดงใหญ่
25,3e874deac09a45aaac02116f09e2e40a,ต้มแซบขาหมู,ตะไคร้
26,3e874deac09a45aaac02116f09e2e40a,ต้มแซบขาหมู,มะนาว
27,3e874deac09a45aaac02116f09e2e40a,ต้มแซบขาหมู,ผักชี
28,3e874deac09a45aaac02116f09e2e40a,ต้มแซบขาหมู,ผักชี
29,3e874deac09a45aaac02116f09e2e40a,ต้มแซบขาหมู,ใบมะกรูด
30,3e874deac09a45aaac02116f09e2e40a,ต้มแซบขาหมู,พริก
31,3e874deac09a45aaac02116f09e2e40a,ต้มแซบขาหมู,ผักชี
32,3e874deac09a45aaac02116f09e2e40a,ต้มแซบขาหมู,น้ำตาล
33,3e874deac09a45aaac02116f09e2e40a,ต้มแซบขาหมู,น้ำสะอาด
34,f0d38b95f6c742c7b450c748e4c1dee7,หมูกระเบื้อง,แป้งโรตี
35,f0d38b95f6c742c7b450c748e4c1dee7,หมูกระเบื้อง,หมูสับ
36,f0d38b95f6c742c7b450c748e4c1dee7,หมูกระเบื้อง,ไข่ไก่
37,f0d38b95f6c742c7b450c748e4c1dee7,หมูกระเบื้อง,คนอร์หมู
38,f0d38b95f6c742c7b450c748e4c1dee7,หมูกระเบื้อง,คนอร์ซอส
39,f0d38b95f6c742c7b450c748e4c1dee7,หมูกระเบื้อง,ต้นหอม
40,f0d38b95f6c742c7b450c748e4c1dee7,หมูกระเบื้อง,ผักชี
41,f0d38b95f6c742c7b450c748e4c1dee7,หมูกระเบื้อง,กระเทียม
42,f0d38b95f6c742c7b450c748e4c1dee7,หมูกระเบื้อง,พริกไทย
43,f0d38b95f6c742c7b450c748e4c1dee7,หมูกระเบื้อง,น้ำมันสำหรับทอด
44,11a0d22d351e4f169244b15506862a5a,น้ำจิ้มบ๊วย,น้ำบ๊วยพร้อมเนื้อ
45,11a0d22d351e4f169244b15506862a5a,น้ำจิ้มบ๊วย,น้ำตาล
46,11a0d22d351e4f169244b15506862a5a,น้ำจิ้มบ๊วย,เกลือ
47,fa914239ef364a97a921648035ebc973,ปลาจาระเม็ดนึ่งบ๊วย,ปลาจาระเม็ด
48,fa914239ef364a97a921648035ebc973,ปลาจาระเม็ดนึ่งบ๊วย,คึ่นช่าย
49,fa914239ef364a97a921648035ebc973,ปลาจาระเม็ดนึ่งบ๊วย,พริกชี้ฟ้าแดง
50,fa914239ef364a97a921648035ebc973,ปลาจาระเม็ดนึ่งบ๊วย,ขิง
51,fa914239ef364a97a921648035ebc973,ปลาจาระเม็ดนึ่งบ๊วย,น้ำบ๊วยพร้อมเนื้อบ๊วย
52,fa914239ef364a97a921648035ebc973,ปลาจาระเม็ดนึ่งบ๊วย,คนอร์หมู
53,fa914239ef364a97a921648035ebc973,ปลาจาระเม็ดนึ่งบ๊วย,น้ำตาล
54,fa914239ef364a97a921648035ebc973,ปลาจาระเม็ดนึ่งบ๊วย,น้ำสะอาด
55,584bff90c0dc431da4906dc42eaff99c,ยำเม็ดมะม่วง,เม็ดมะม่วงหิมพานต์
56,584bff90c0dc431da4906dc42eaff99c,ยำเม็ดมะม่วง,พริก
57,584bff90c0dc431da4906dc42eaff99c,ยำเม็ดมะม่วง,ต้นหอม
58,4570514365944e7ea7748669b2d74dab,สเต็กไก่รสลาบ,อกไก่
59,4570514365944e7ea7748669b2d74dab,สเต็กไก่รสลาบ,คนอร์ลาบ
60,4570514365944e7ea7748669b2d74dab,สเต็กไก่รสลาบ,น้ำผึ้ง
61,4570514365944e7ea7748669b2d74dab,สเต็กไก่รสลาบ,มันฝรั่ง
62,4570514365944e7ea7748669b2d74dab,สเต็กไก่รสลาบ,ข้าวโพดอ่อน
63,4570514365944e7ea7748669b2d74dab,สเต็กไก่รสลาบ,ผักสลัด
64,4570514365944e7ea7748669b2d74dab,สเต็กไก่รสลาบ,พริก
65,4570514365944e7ea7748669b2d74dab,สเต็กไก่รสลาบ,หอมแดง
66,3d26ccde35494136917da7d8d4918cd4,ข้าวหน้าปลาทูซีอิ้วพริก,ปลาทู
67,3d26ccde35494136917da7d8d4918cd4,ข้าวหน้าปลาทูซีอิ้วพริก,ซีอิ้วขาว
68,3d26ccde35494136917da7d8d4918cd4,ข้าวหน้าปลาทูซีอิ้วพริก,คนอร์หมู
69,3d26ccde35494136917da7d8d4918cd4,ข้าวหน้าปลาทูซีอิ้วพริก,น้ำตาล
70,3d26ccde35494136917da7d8d4918cd4,ข้าวหน้าปลาทูซีอิ้วพริก,พริก
71,3d26ccde35494136917da7d8d4918cd4,ข้าวหน้าปลาทูซีอิ้วพริก,น้ำสะอาด
72,48b755c640034a689d146cdc12a93b48,ข้าวผัดน้ำจิ้มซีฟู้ดหมูกรอบ,หมูกรอบ
73,48b755c640034a689d146cdc12a93b48,ข้าวผัดน้ำจิ้มซีฟู้ดหมูกรอบ,ข้าวเปล่า
74,48b755c640034a689d146cdc12a93b48,ข้าวผัดน้ำจิ้มซีฟู้ดหมูกรอบ,น้ำจิ้มซีฟู้ด
75,48b755c640034a689d146cdc12a93b48,ข้าวผัดน้ำจิ้มซีฟู้ดหมูกรอบ,พริก
76,96b3aeff41ad45ea9d79b232575124de,นมเปรี้ยวขนมปังช็อกโกเลอะผลไม้สด,ขนมปัง
77,นมเปรี้ยว,นมเปรี้ยว,นมเปรี้ยว
78,96b3aeff41ad45ea9d79b232575124de,นมเปรี้ยวขนมปังช็อกโกเลอะผลไม้สด,เวเฟอร์รสชาติครีม
79,96b3aeff41ad45ea9d79b232575124de,นมเปรี้ยวขนมปังช็อกโกเลอะผลไม้สด,ส้ม
80,96b3aeff41ad45ea9d79b232575124de,นมเปรี้ยวขนมปังช็อกโกเลอะผลไม้สด,มะละกอ
81,96b3aeff41ad45ea9d79b232575124de,นมเปรี้ยวขนมปังช็อกโกเลอะผลไม้สด,น้ำผึ้ง
82,399b5e5b04d6455b8c218a0b7671db1a,ข้าวต้มกุ๊ยปลาทูหอม,ข้าวสวย
83,399b5e5b04d6455b8c218a0b7671db1a,ข้าวต้มกุ๊ยปลาทูหอม,ปลาทู
84,399b5e5b04d6455b8c218a0b7671db1a,ข้าวต้มกุ๊ยปลาทูหอม,พริก
85,399b5e5b04d6455b8c218a0b7671db1a,ข้าวต้มกุ๊ยปลาทูหอม,มะนาว
86,399b5e5b04d6455b8c218a0b7671db1a,ข้าวต้มกุ๊ยปลาทูหอม,หอมแดง
87,399b5e5b04d6455b8c218a0b7671db1a,ข้าวต้มกุ๊ยปลาทูหอม,ต้นหอม
88,399b5e5b04d6455b8c218a0b7671db1a,ข้าวต้มกุ๊ยปลาทูหอม,น้ำมันมะกอก
89,399b5e5b04d6455b8c218a0b7671db1a,ข้าวต้มกุ๊ยปลาทูหอม,น้ำเปล่า
90,1558799e91df48c19270309bc7fe891f,มาม่าผัดแหนมน้ำจิ้มซีฟู้ด,บะหมี่กึ่งสำเร็จรูป
91,1558799e91df48c19270309bc7fe891f,มาม่าผัดแหนมน้ำจิ้มซีฟู้ด,แหนมหมู
92,1558799e91df48c19270309bc7fe891f,มาม่าผัดแหนมน้ำจิ้มซีฟู้ด,ข้าวโพดอ่อน
93,1558799e91df48c19270309bc7fe891f,มาม่าผัดแหนมน้ำจิ้มซีฟู้ด,เห็ดหูหนูดำ
94,1558799e91df48c19270309bc7fe891f,มาม่าผัดแหนมน้ำจิ้มซีฟู้ด,น้ำจิ้มซีฟู้ด
95,1558799e91df48c19270309bc7fe891f,มาม่าผัดแหนมน้ำจิ้มซีฟู้ด,น้ำมะนาว
96,1558799e91df48c19270309bc7fe891f,มาม่าผัดแหนมน้ำจิ้มซีฟู้ด,น้ำมันมะกอก
97,1558799e91df48c19270309bc7fe891f,มาม่าผัดแหนมน้ำจิ้มซีฟู้ด,บะหมี่กึ่งสำเร็จรูป
98,f651ffa859e4420f8308bc411724f461,คุกกี้อควาเรี่ยม,เนย
99,f651ffa859e4420f8308bc411724f461,คุกกี้อควาเรี่ยม,น้ำตาล
100,f651ffa859e4420f8308bc411724f461,คุกกี้อควาเรี่ยม,ไข่ไก่
101,f651ffa859e4420f8308bc411724f461,คุกกี้อควาเรี่ยม,แป้งเอนกประสงค์
102,f651ffa859e4420f8308bc411724f461,คุกกี้อควาเรี่ยม,น้ำตาล
103,f651ffa859e4420f8308bc411724f461,คุกกี้อควาเรี่ยม,น้ำตาล
104,f651ffa859e4420f8308bc411724f461,คุกกี้อควาเรี่ยม,ไวท์ช็อกโกแลต
105,04fd29ff30ed459ea0c251d5e66a74e4,มาม่าต้มไข่ดาวชีส,บะหมี่กึ่งสำเร็จรูป
106,04fd29ff30ed459ea0c251d5e66a74e4,มาม่าต้มไข่ดาวชีส,ไข่ไก่
107,04fd29ff30ed459ea0c251d5e66a74e4,มาม่าต้มไข่ดาวชีส,ชีส
108,04fd29ff30ed459ea0c251d5e66a74e4,มาม่าต้มไข่ดาวชีส,น้ำมันมะกอก
109,04fd29ff30ed459ea0c251d5e66a74e4,มาม่าต้มไข่ดาวชีส,บะหมี่กึ่งสำเร็จรูป
110,597a3dd7bc91421983b47d597626d6f3,ไข่ผัดแฮม,ไข่ไก่
111,597a3dd7bc91421983b47d597626d6f3,ไข่ผัดแฮม,แฮม
112,597a3dd7bc91421983b47d597626d6f3,ไข่ผัดแฮม,หัวหอมใหญ่
113,597a3dd7bc91421983b47d597626d6f3,ไข่ผัดแฮม,ต้นหอม
114,597a3dd7bc91421983b47d597626d6f3,ไข่ผัดแฮม,ข้าวโพดอ่อน
115,597a3dd7bc91421983b47d597626d6f3,ไข่ผัดแฮม,มะนาว
116,597a3dd7bc91421983b47d597626d6f3,ไข่ผัดแฮม,ซอสมะเขือเทศ
117,597a3dd7bc91421983b47d597626d6f3,ไข่ผัดแฮม,ซีอิ้วขาว
118,597a3dd7bc91421983b47d597626d6f3,ไข่ผัดแฮม,น้ำมันมะกอก
119,3a9746b979214840bcaa8b9fee9f2249,นมดำ+ดาร์กช็อกโกแลตปั่น ใส่ผลไม้,กุ๊กกี้ดาร์กช็อกโกแลต
120,3a9746b979214840bcaa8b9fee9f2249,นมดำ+ดาร์กช็อกโกแลตปั่น ใส่ผลไม้,นมกล่องแมกโนเลีย
121,3a9746b979214840bcaa8b9fee9f2249,นมดำ+ดาร์กช็อกโกแลตปั่น ใส่ผลไม้,ส้ม
122,3a9746b979214840bcaa8b9fee9f2249,นมดำ+ดาร์กช็อกโกแลตปั่น ใส่ผลไม้,มะละกอ
123,fa2f6492d45d4c139b0725da9bf3844a,มาม่าผัดปลาทูมัน,บะหมี่กึ่งสำเร็จรูป
124,fa2f6492d45d4c139b0725da9bf3844a,มาม่าผัดปลาทูมัน,ปลาทู
125,fa2f6492d45d4c139b0725da9bf3844a,มาม่าผัดปลาทูมัน,ต้นหอม
126,fa2f6492d45d4c139b0725da9bf3844a,มาม่าผัดปลาทูมัน,เห็ดหูหนูดำ
127,fa2f6492d45d4c139b0725da9bf3844a,มาม่าผัดปลาทูมัน,ข้าวโพดอ่อน
128,fa2f6492d45d4c139b0725da9bf3844a,มาม่าผัดปลาทูมัน,พริกไทดำ
129,fa2f6492d45d4c139b0725da9bf3844a,มาม่าผัดปลาทูมัน,น้ำตาล
130,fa2f6492d45d4c139b0725da9bf3844a,มาม่าผัดปลาทูมัน,พริก
131,fa2f6492d45d4c139b0725da9bf3844a,มาม่าผัดปลาทูมัน,กระเทียม
132,fa2f6492d45d4c139b0725da9bf3844a,มาม่าผัดปลาทูมัน,น้ำมันมะกอก
133,03c28977ebfc45dba6125447717c6371,อาหารเช้า แฮมไข่ อบ,แฮม
134,03c28977ebfc45dba6125447717c6371,อาหารเช้า แฮมไข่ อบ,ไข่ไก่
135,03c28977ebfc45dba6125447717c6371,อาหารเช้า แฮมไข่ อบ,น้ำมันมะกอก
136,417cd7f4ed9a41a7886d8a3456951787,เงาะเชื่อมแบบง่ายๆ,เงาะ
137,417cd7f4ed9a41a7886d8a3456951787,เงาะเชื่อมแบบง่ายๆ,น้ำเชื่อมสำเร็จรูป
138,417cd7f4ed9a41a7886d8a3456951787,เงาะเชื่อมแบบง่ายๆ,น้ำเปล่า
139,417cd7f4ed9a41a7886d8a3456951787,เงาะเชื่อมแบบง่ายๆ,เกลือ
140,417cd7f4ed9a41a7886d8a3456951787,เงาะเชื่อมแบบง่ายๆ,น้ำแข็ง
141,1795376226164649b873f382e2b86eca,คื่นช่ายฝรั่งผัดปลาทูหอม,คื่นช่ายฝรั่ง
142,1795376226164649b873f382e2b86eca,คื่นช่ายฝรั่งผัดปลาทูหอม,ปลาทู
143,1795376226164649b873f382e2b86eca,คื่นช่ายฝรั่งผัดปลาทูหอม,น้ำเปล่า
144,1795376226164649b873f382e2b86eca,คื่นช่ายฝรั่งผัดปลาทูหอม,พริก
145,1795376226164649b873f382e2b86eca,คื่นช่ายฝรั่งผัดปลาทูหอม,กระเทียม
146,1795376226164649b873f382e2b86eca,คื่นช่ายฝรั่งผัดปลาทูหอม,น้ำตาล
147,1795376226164649b873f382e2b86eca,คื่นช่ายฝรั่งผัดปลาทูหอม,ซีอิ้วขาว
148,1795376226164649b873f382e2b86eca,คื่นช่ายฝรั่งผัดปลาทูหอม,น้ำมันมะกอก
149,e4e0e2d37d1c416b910d60fb3ea7a95f,ขนมปังหมูหยองอบชีส,ขนมปัง
150,e4e0e2d37d1c416b910d60fb3ea7a95f,ขนมปังหมูหยองอบชีส,ชีส
151,e4e0e2d37d1c416b910d60fb3ea7a95f,ขนมปังหมูหยองอบชีส,หมูหยอง
152,f7b170532bc5479a8ed27dd99d3bf515,ไข่เจียวแหนมอบ,ไข่ไก่
153,f7b170532bc5479a8ed27dd99d3bf515,ไข่เจียวแหนมอบ,แหนมหมู
154,f7b170532bc5479a8ed27dd99d3bf515,ไข่เจียวแหนมอบ,ต้นหอม
155,f7b170532bc5479a8ed27dd99d3bf515,ไข่เจียวแหนมอบ,ซีอิ้วขาว
156,f7b170532bc5479a8ed27dd99d3bf515,ไข่เจียวแหนมอบ,พริกไทย
157,2441ec77f32e48a9bf7170daf6e6a0e8,ปีโป้ปั่นมะนาว,ปีโป้
158,2441ec77f32e48a9bf7170daf6e6a0e8,ปีโป้ปั่นมะนาว,มะนาว
159,4fc25ad31b444bf4b8f802d9e3caccbb,โยเกิร์ตผลไม้รวมปั่น,โยเกิร์ต
160,4fc25ad31b444bf4b8f802d9e3caccbb,โยเกิร์ตผลไม้รวมปั่น,องุ่น
161,4fc25ad31b444bf4b8f802d9e3caccbb,โยเกิร์ตผลไม้รวมปั่น,สัปปะรด
162,4fc25ad31b444bf4b8f802d9e3caccbb,โยเกิร์ตผลไม้รวมปั่น,กีวี
163,4fc25ad31b444bf4b8f802d9e3caccbb,โยเกิร์ตผลไม้รวมปั่น,แอปเปิ้ลแดง
164,4fc25ad31b444bf4b8f802d9e3caccbb,โยเกิร์ตผลไม้รวมปั่น,แอปเปิ้ลเขียว
165,4fc25ad31b444bf4b8f802d9e3caccbb,โยเกิร์ตผลไม้รวมปั่น,มังคุด
166,4fc25ad31b444bf4b8f802d9e3caccbb,โยเกิร์ตผลไม้รวมปั่น,งาดำ
167,6407ab8d7af44370b9e868f2a5572592,สลัดเป็ดย่างเกลือ,เป็ดย่าง
168,6407ab8d7af44370b9e868f2a5572592,สลัดเป็ดย่างเกลือ,น้ำจิ้มเป็ดย่าง
169,6407ab8d7af44370b9e868f2a5572592,สลัดเป็ดย่างเกลือ,น้ำสลัด
170,6407ab8d7af44370b9e868f2a5572592,สลัดเป็ดย่างเกลือ,น้ำมะนาว
171,6d7964b0f41d462bacad19b910284854,สลัดขนมกรอบ6อย่าง,ผักสลัด
172,6d7964b0f41d462bacad19b910284854,สลัดขนมกรอบ6อย่าง,แตงกวา
173,6d7964b0f41d462bacad19b910284854,สลัดขนมกรอบ6อย่าง,มะเขือเทศ
174,6d7964b0f41d462bacad19b910284854,สลัดขนมกรอบ6อย่าง,หอมใหญ่
175,6d7964b0f41d462bacad19b910284854,สลัดขนมกรอบ6อย่าง,มะนาว
176,6d7964b0f41d462bacad19b910284854,สลัดขนมกรอบ6อย่าง,งาดำ
177,6d7964b0f41d462bacad19b910284854,สลัดขนมกรอบ6อย่าง,น้ำสลัด
178,6d7964b0f41d462bacad19b910284854,สลัดขนมกรอบ6อย่าง,ฟิงเกอร์รสซาวครีม
179,6d7964b0f41d462bacad19b910284854,สลัดขนมกรอบ6อย่าง,ข้าวเกียบปลา
180,6d7964b0f41d462bacad19b910284854,สลัดขนมกรอบ6อย่าง,กล้วย
181,6d7964b0f41d462bacad19b910284854,สลัดขนมกรอบ6อย่าง,ข้าวทอด
182,6d7964b0f41d462bacad19b910284854,สลัดขนมกรอบ6อย่าง,ข้าวตัง
183,6d7964b0f41d462bacad19b910284854,สลัดขนมกรอบ6อย่าง,ขนมข้าวอบกรอบผสมข้าวไรซ์เบอร์รี่
184,4f3b4e29b7fb406283887cc668b6d6c5,สลัดลูกชิ้นหมูซอสรวม,ลูกชิ้นหมู
185,4f3b4e29b7fb406283887cc668b6d6c5,สลัดลูกชิ้นหมูซอสรวม,ผัดสลัด
186,4f3b4e29b7fb406283887cc668b6d6c5,สลัดลูกชิ้นหมูซอสรวม,มายองเนส
187,4f3b4e29b7fb406283887cc668b6d6c5,สลัดลูกชิ้นหมูซอสรวม,แตงกวา
188,4f3b4e29b7fb406283887cc668b6d6c5,สลัดลูกชิ้นหมูซอสรวม,ข้าวโพดอ่อน
189,4f3b4e29b7fb406283887cc668b6d6c5,สลัดลูกชิ้นหมูซอสรวม,มะเขือเทศ
190,4f3b4e29b7fb406283887cc668b6d6c5,สลัดลูกชิ้นหมูซอสรวม,งาดำ
191,4f3b4e29b7fb406283887cc668b6d6c5,สลัดลูกชิ้นหมูซอสรวม,ซอสพริก
192,4f3b4e29b7fb406283887cc668b6d6c5,สลัดลูกชิ้นหมูซอสรวม,ซอสมะเขือเทศ
193,4f3b4e29b7fb406283887cc668b6d6c5,สลัดลูกชิ้นหมูซอสรวม,น้ำมะนาว
194,5772b93e520d4801a5633e76e0c1c69a,กุ้งผัดคื่นช่าย,กุ้ง
195,5772b93e520d4801a5633e76e0c1c69a,กุ้งผัดคื่นช่าย,ใบคื่นช่าย
196,5772b93e520d4801a5633e76e0c1c69a,กุ้งผัดคื่นช่าย,พริก
197,5772b93e520d4801a5633e76e0c1c69a,กุ้งผัดคื่นช่าย,กระเทียม
198,5772b93e520d4801a5633e76e0c1c69a,กุ้งผัดคื่นช่าย,มะนาว
199,5772b93e520d4801a5633e76e0c1c69a,กุ้งผัดคื่นช่าย,น้ำเปล่า
200,5772b93e520d4801a5633e76e0c1c69a,กุ้งผัดคื่นช่าย,ซีอิ้วขาว
201,5772b93e520d4801a5633e76e0c1c69a,กุ้งผัดคื่นช่าย,น้ำตาล
202,5772b93e520d4801a5633e76e0c1c69a,กุ้งผัดคื่นช่าย,น้ำมันสำหรับผัด
203,6ce978555215440287285e2e7c4590ec,คื่นช่ายฝรั่งปั่นน้ำผึ้ง,คื่นช่ายฝรั่ง
204,6ce978555215440287285e2e7c4590ec,คื่นช่ายฝรั่งปั่นน้ำผึ้ง,น้ำผึ้ง
205,2bb76567b0a6484dafe9c866e63fc213,สลัดกุ้งอบ,กุ้ง
206,2bb76567b0a6484dafe9c866e63fc213,สลัดกุ้งอบ,ผัดสลัด
207,2bb76567b0a6484dafe9c866e63fc213,สลัดกุ้งอบ,น้ำจิ้มซีฟู้ด
208,2bb76567b0a6484dafe9c866e63fc213,สลัดกุ้งอบ,น้ำสลัด
209,2bb76567b0a6484dafe9c866e63fc213,สลัดกุ้งอบ,น้ำผึ้ง
210,42cbe56e79fe4fda8c29158c9bfb84d0,ข้าวผัดดอกแค,ดอกแค
211,42cbe56e79fe4fda8c29158c9bfb84d0,ข้าวผัดดอกแค,หมูสามชั้น
212,42cbe56e79fe4fda8c29158c9bfb84d0,ข้าวผัดดอกแค,พริก
213,42cbe56e79fe4fda8c29158c9bfb84d0,ข้าวผัดดอกแค,หอมหัวใหญ่
214,42cbe56e79fe4fda8c29158c9bfb84d0,ข้าวผัดดอกแค,ต้นหอม
215,42cbe56e79fe4fda8c29158c9bfb84d0,ข้าวผัดดอกแค,มะเขือเทศลูกใหญ่
216,42cbe56e79fe4fda8c29158c9bfb84d0,ข้าวผัดดอกแค,แครอท
217,42cbe56e79fe4fda8c29158c9bfb84d0,ข้าวผัดดอกแค,มะนาว
218,42cbe56e79fe4fda8c29158c9bfb84d0,ข้าวผัดดอกแค,ซีอิ้วขาว
219,42cbe56e79fe4fda8c29158c9bfb84d0,ข้าวผัดดอกแค,ซอสพริก
220,42cbe56e79fe4fda8c29158c9bfb84d0,ข้าวผัดดอกแค,ซอสมะเขือเทศ
221,42cbe56e79fe4fda8c29158c9bfb84d0,ข้าวผัดดอกแค,น้ำตาล
222,a3b669ea039e4706a3d4d7f328f8d922,ดอกแค+สามชั้นนึ่งมะนาว,ดอกแค
223,a3b669ea039e4706a3d4d7f328f8d922,ดอกแค+สามชั้นนึ่งมะนาว,หมูสามชั้น
224,a3b669ea039e4706a3d4d7f328f8d922,ดอกแค+สามชั้นนึ่งมะนาว,มะนาว
225,a3b669ea039e4706a3d4d7f328f8d922,ดอกแค+สามชั้นนึ่งมะนาว,น้ำจิ้มซีฟู้ด
226,09b8c58052f84859a778000fcf75acd6,โยเกิร์ตมะม่วงกวน,โยเกิร์ต
227,09b8c58052f84859a778000fcf75acd6,โยเกิร์ตมะม่วงกวน,มะม่วงกวน
228,89ac1f6acd544815a8fb0fa32819f12d,ลาบหมูทอดกรอบ,หมูสับ
229,89ac1f6acd544815a8fb0fa32819f12d,ลาบหมูทอดกรอบ,คนอร์ซอส
230,89ac1f6acd544815a8fb0fa32819f12d,ลาบหมูทอดกรอบ,คนอร์ลาบ
231,89ac1f6acd544815a8fb0fa32819f12d,ลาบหมูทอดกรอบ,พริกแห้ง
232,89ac1f6acd544815a8fb0fa32819f12d,ลาบหมูทอดกรอบ,หอมแดง
233,89ac1f6acd544815a8fb0fa32819f12d,ลาบหมูทอดกรอบ,ต้นหอม
234,89ac1f6acd544815a8fb0fa32819f12d,ลาบหมูทอดกรอบ,ผักชี
235,89ac1f6acd544815a8fb0fa32819f12d,ลาบหมูทอดกรอบ,ใบสาระแหน่
236,89ac1f6acd544815a8fb0fa32819f12d,ลาบหมูทอดกรอบ,น้ำมันสำหรับทอด
237,89ac1f6acd544815a8fb0fa32819f12d,ลาบหมูทอดกรอบ,ผักเคียง
238,1ba3cee049884c9181e8e9b5e77be3cc,เต้าหู้ทอดซอสมะขาม,เต้าหู้ขาว
239,1ba3cee049884c9181e8e9b5e77be3cc,เต้าหู้ทอดซอสมะขาม,น้ำมะขามเปียก
240,1ba3cee049884c9181e8e9b5e77be3cc,เต้าหู้ทอดซอสมะขาม,น้ำตาล
241,1ba3cee049884c9181e8e9b5e77be3cc,เต้าหู้ทอดซอสมะขาม,ซีอิ้วขาว
242,1ba3cee049884c9181e8e9b5e77be3cc,เต้าหู้ทอดซอสมะขาม,หอมแดง
243,1ba3cee049884c9181e8e9b5e77be3cc,เต้าหู้ทอดซอสมะขาม,ใบสาระแหน่
244,1ba3cee049884c9181e8e9b5e77be3cc,เต้าหู้ทอดซอสมะขาม,พริกแห้ง
245,1ba3cee049884c9181e8e9b5e77be3cc,เต้าหู้ทอดซอสมะขาม,น้ำมันสำหรับทอด
246,241426fdd12243fba341127bbdb8b21f,ถั่วลันเตาผัดน้ำพริกเผา,ถั่วลันเตา
247,241426fdd12243fba341127bbdb8b21f,ถั่วลันเตาผัดน้ำพริกเผา,เนื้อหมู
248,241426fdd12243fba341127bbdb8b21f,ถั่วลันเตาผัดน้ำพริกเผา,กระเทียม
249,241426fdd12243fba341127bbdb8b21f,ถั่วลันเตาผัดน้ำพริกเผา,น้ำเปล่า
250,241426fdd12243fba341127bbdb8b21f,ถั่วลันเตาผัดน้ำพริกเผา,ซีอิ้วขาว
251,241426fdd12243fba341127bbdb8b21f,ถั่วลันเตาผัดน้ำพริกเผา,น้ำพริกเผา
252,241426fdd12243fba341127bbdb8b21f,ถั่วลันเตาผัดน้ำพริกเผา,น้ำมันหอย
253,241426fdd12243fba341127bbdb8b21f,ถั่วลันเตาผัดน้ำพริกเผา,น้ำตาล
254,241426fdd12243fba341127bbdb8b21f,ถั่วลันเตาผัดน้ำพริกเผา,น้ำมันสำหรับผัด
255,51995858da9149589dd520480bebe87f,กล้วย กล้วย ทอด,กล้วย
256,51995858da9149589dd520480bebe87f,กล้วย กล้วย ทอด,กล้วน้ำว้า
257,51995858da9149589dd520480bebe87f,กล้วย กล้วย ทอด,แป้งข้าวโพด
258,51995858da9149589dd520480bebe87f,กล้วย กล้วย ทอด,น้ำเย็น
259,51995858da9149589dd520480bebe87f,กล้วย กล้วย ทอด,เกลือ
260,51995858da9149589dd520480bebe87f,กล้วย กล้วย ทอด,น้ำผึ้ง
261,51995858da9149589dd520480bebe87f,กล้วย กล้วย ทอด,นมข้นหวาน
262,51995858da9149589dd520480bebe87f,กล้วย กล้วย ทอด,น้ำมันสำหรับทอด
263,08f1bf5b8c11445ab8fdfab606803f34,ไข่ตุ๋น,หมูสับ
264,08f1bf5b8c11445ab8fdfab606803f34,ไข่ตุ๋น,ไข่ไก่
265,08f1bf5b8c11445ab8fdfab606803f34,ไข่ตุ๋น,ต้นหอม
